At4g03038	other RNA
At4g03039	MIR826a; miRNA
At4g03040	unknown protein
At4g03050	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
At4g03060	AOP2 (ALKENYL HYDROXALKYL PRODUCING 2); oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
At4g03063	pseudogene
At4g03070	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
At4g03080	BRI1 suppressor 1 (BSU1)-like 1
At4g03090	sequence-specific DNA binding;sequence-specific DNA binding transcription factors
At4g03100	Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
At4g03110	RNA-binding protein-defense related 1
At4g03113	unknown protein
At4g03115	Mitochondrial substrate carrier family protein
At4g03120	C2H2 and C2HC zinc fingers superfamily protein
At4g03130	BRCT domain-containing DNA repair protein
At4g03135	pre-tRNA
At4g03140	NAD(P)-binding Rossmann-fold superfamily protein
At4g03150	unknown protein
At4g03153	Kinase interacting (KIP1-like) family protein
At4g03156	small GTPase-related
At4g03160	unknown protein
At4g03165	unknown protein
At4g03170	AP2/B3-like transcriptional factor family protein
At4g03175	Protein kinase superfamily protein
At4g03180	unknown protein
At4g03190	GRR1-like protein 1
At4g03200	catalytics
At4g03205	Coproporphyrinogen III oxidase
At4g03210	xyloglucan endotransglucosylase/hydrolase 9
At4g03220	Protein with RNI-like/FBD-like domains
At4g03230	S-locus lectin protein kinase family protein
At4g03240	frataxin homolog
At4g03250	Homeodomain-like superfamily protein
At4g03260	Outer arm dynein light chain 1 protein
At4g03270	Cyclin D6;1
At4g03280	photosynthetic electron transfer C
At4g03285	pre-tRNA
At4g03290	EF hand calcium-binding protein family
At4g03292	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
At4g03295	snoRNA
At4g03298	unknown protein
At4g03300	transposable element gene
At4g03305	transposable element gene
At4g03310	transposable element gene
At4g03320	translocon at the inner envelope membrane of chloroplasts 20-IV
At4g03330	syntaxin of plants 123
At4g03340	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
At4g03350	ubiquitin family protein
At4g03360	Ubiquitin family protein
At4g03364	pseudogene
At4g03370	Ubiquitin family protein
At4g03376	pseudogene
At4g03380	unknown protein
At4g03390	STRUBBELIG-receptor family 3
At4g03400	Auxin-responsive GH3 family protein
At4g03405	pre-tRNA
At4g03410	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
At4g03415	Protein phosphatase 2C family protein
At4g03420	Protein of unknown function (DUF789)
At4g03430	pre-mRNA splicing factor-related
At4g03435	pre-tRNA
At4g03437	pseudogene
At4g03438	MIR447C; miRNA
At4g03440	Ankyrin repeat family protein
At4g03443	unknown protein
At4g03445	MIR447A; miRNA
At4g03450	Ankyrin repeat family protein
At4g03455	MIR447B; miRNA
At4g03460	Ankyrin repeat family protein
At4g03470	Ankyrin repeat family protein
At4g03480	Ankyrin repeat family protein
At4g03490	Ankyrin repeat family protein
At4g03500	Ankyrin repeat family protein
At4g03505	unknown protein
At4g03510	RING membrane-anchor 1
At4g03520	Thioredoxin superfamily protein
At4g03530	transposable element gene
At4g03540	Uncharacterised protein family (UPF0497)
At4g03550	glucan synthase-like 5
At4g03560	two-pore channel 1
At4g03565	Cystatin/monellin superfamily protein
At4g03566	unknown protein
At4g03570	Cystatin/monellin superfamily protein
At4g03580	unknown protein
At4g03590	Cystatin/monellin superfamily protein
At4g03600	unknown protein
At4g03610	Metallo-hydrolase/oxidoreductase superfamily protein
At4g03620	myosin heavy chain-related
At4g03630	RNI-like superfamily protein
At4g03635	unknown protein
At4g03640	transposable element gene
At4g03650	transposable element gene
At4g03660	transposable element gene
At4g03670	transposable element gene
At4g03680	transposable element gene
At4g03690	transposable element gene
At4g03695	pseudogene
At4g03700	transposable element gene
At4g03710	transposable element gene
At4g03720	transposable element gene
At4g03723	unknown protein
At4g03726	transposable element gene
At4g03728	unknown protein
At4g03730	transposable element gene
At4g03732	transposable element gene
At4g03740	unknown protein
At4g03745	transposable element gene
At4g03750	transposable element gene
At4g03760	transposable element gene
At4g03770	transposable element gene
At4g03775	transposable element gene
At4g03780	transposable element gene
At4g03790	transposable element gene
At4g03795	transposable element gene
At4g03800	transposable element gene
At4g03810	transposable element gene
At4g03811	other RNA
At4g03813	transposable element gene
At4g03816	transposable element gene
At4g03820	Protein of unknown function (DUF3537)
At4g03823	pseudogene
At4g03824	transposable element gene
At4g03825	transposable element gene
At4g03826	transposable element gene
At4g03827	unknown protein
At4g03830	Protein of unknown function, DUF601
At4g03835	transposable element gene
At4g03837	transposable element gene
At4g03840	transposable element gene
At4g03850	transposable element gene
At4g03860	transposable element gene
At4g03865	transposable element gene
At4g03870	transposable element gene
At4g03873	transposable element gene
At4g03876	transposable element gene
At4g03880	transposable element gene
At4g03885	transposable element gene
At4g03890	transposable element gene
At4g03900	transposable element gene
At4g03910	transposable element gene
At4g03911	transposable element gene
At4g03912	transposable element gene
At4g03913	pseudogene
At4g03914	pseudogene
At4g03916	transposable element gene
At4g03920	transposable element gene
At4g03923	transposable element gene
At4g03926	pseudogene
At4g03930	Plant invertase/pectin methylesterase inhibitor superfamily
At4g03935	other RNA
At4g03940	unknown protein
At4g03945	Plant invertase/pectin methylesterase inhibitor superfamily protein
At4g03950	Nucleotide/sugar transporter family protein
At4g03960	Phosphotyrosine protein phosphatases superfamily protein
At4g03965	RING/U-box superfamily protein
At4g03970	transposable element gene
At4g03975	transposable element gene
At4g03976	transposable element gene
At4g03977	transposable element gene
At4g03978	transposable element gene
At4g03979	transposable element gene
At4g03980	transposable element gene
At4g03981	transposable element gene
At4g03990	transposable element gene
At4g04000	transposable element gene
At4g04010	transposable element gene
At4g04020	fibrillin
At4g04030	ovate family protein 9
At4g04040	Phosphofructokinase family protein
At4g04050	transposable element gene
At4g04070	transposable element gene
At4g04077	other RNA
At4g04078	unknown protein
At4g04080	ISCU-like 3
At4g04090	BTB/POZ domain-containing protein
At4g04100	transposable element gene
At4g04105	transposable element gene
At4g04110	Toll-Interleukin-Resistance (TIR) domain family protein
At4g04120	transposable element gene
At4g04130	transposable element gene
At4g04140	transposable element gene
At4g04145	transposable element gene
At4g04150	transposable element gene
At4g04155	transposable element gene
At4g04157	transposable element gene
At4g04165	transposable element gene
At4g04167	transposable element gene
At4g04170	transposable element gene
At4g04175	transposable element gene
At4g04180	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At4g04190	unknown protein
At4g04200	Microsomal signal peptidase 25 kDa subunit (SPC25)
At4g04210	plant UBX domain containing protein 4
At4g04220	receptor like protein 46
At4g04221	other RNA
At4g04223	other RNA
At4g04230	transposable element gene
At4g04245	transposable element gene
At4g04250	pseudogene
At4g04255	transposable element gene
At4g04260	Bromo-adjacent homology (BAH) domain-containing protein
At4g04270	transposable element gene
At4g04273	transposable element gene
At4g04276	transposable element gene
At4g04280	transposable element gene
At4g04290	transposable element gene
At4g04293	transposable element gene
At4g04296	transposable element gene
At4g04300	transposable element gene
At4g04310	transposable element gene
At4g04313	transposable element gene
At4g04315	other RNA
At4g04316	transposable element gene
At4g04320	malonyl-CoA decarboxylase family protein
At4g04330	Chaperonin-like RbcX protein
At4g04340	ERD (early-responsive to dehydration stress) family protein
At4g04350	tRNA synthetase class I (I, L, M and V) family protein
At4g04360	Protein of unknown function (DUF1068)
At4g04370	Tetratricopeptide repeat (TPR)-like superfamily protein
At4g04375	pseudogene
At4g04380	transposable element gene
At4g04390	transposable element gene
At4g04392	transposable element gene
At4g04393	transposable element gene
At4g04394	transposable element gene
At4g04395	transposable element gene
At4g04396	transposable element gene
At4g04398	transposable element gene
At4g04400	transposable element gene
At4g04402	two-component phosphorelay mediator, putative
At4g04404	C2H2 and C2HC zinc fingers superfamily protein
At4g04405	transposable element gene
At4g04407	transposable element gene
At4g04408	pseudogene
At4g04409	pseudogene
At4g04410	transposable element gene
At4g04420	transposable element gene
At4g04423	unknown protein
At4g04426	transposable element gene
At4g04430	transposable element gene
At4g04440	transposable element gene
At4g04450	WRKY family transcription factor
At4g04460	Saposin-like aspartyl protease family protein
At4g04470	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
At4g04480	unknown protein
At4g04490	cysteine-rich RLK (RECEPTOR-like protein kinase) 36
At4g04495	transposable element gene
At4g04500	cysteine-rich RLK (RECEPTOR-like protein kinase) 37
At4g04510	cysteine-rich RLK (RECEPTOR-like protein kinase) 38
At4g04520	transposable element gene
At4g04525	transposable element gene
At4g04530	transposable element gene
At4g04540	cysteine-rich RLK (RECEPTOR-like protein kinase) 39
At4g04545	transposable element gene
At4g04547	transposable element gene
At4g04550	transposable element gene
At4g04560	transposable element gene
At4g04570	cysteine-rich RLK (RECEPTOR-like protein kinase) 40
At4g04580	Homeodomain-like superfamily protein
At4g04590	transposable element gene
At4g04600	transposable element gene
At4g04601	unknown protein
At4g04610	APS reductase 1
At4g04614	unknown protein
At4g04620	Ubiquitin-like superfamily protein
At4g04630	Protein of unknown function, DUF584
At4g04632	Protein kinase superfamily protein
At4g04635	transposable element gene
At4g04640	ATPase, F1 complex, gamma subunit protein
At4g04650	RNA-directed DNA polymerase (reverse transcriptase)-related family protein
At4g04653	pseudogene
At4g04655	transposable element gene
At4g04660	pseudogene
At4g04670	Met-10+ like family protein / kelch repeat-containing protein
At4g04680	unknown protein
At4g04690	F-box and associated interaction domains-containing protein
At4g04692	pseudogene
At4g04693	pseudogene
At4g04695	calcium-dependent protein kinase 31
At4g04700	calcium-dependent protein kinase 27
At4g04710	calcium-dependent protein kinase 22
At4g04720	calcium-dependent protein kinase 21
At4g04730	unknown protein
At4g04740	calcium-dependent protein kinase 23
At4g04745	unknown protein
At4g04750	Major facilitator superfamily protein
At4g04760	Major facilitator superfamily protein
At4g04770	ATP binding cassette protein 1
At4g04775	zinc ion binding
At4g04780	mediator 21
At4g04790	Tetratricopeptide repeat (TPR)-like superfamily protein
At4g04800	methionine sulfoxide reductase B3
At4g04810	methionine sulfoxide reductase B4
At4g04820	transposable element gene
At4g04830	methionine sulfoxide reductase B5
At4g04840	methionine sulfoxide reductase B6
At4g04850	K+ efflux antiporter 3
At4g04860	DERLIN-2.2
At4g04870	cardiolipin synthase
At4g04880	adenosine/AMP deaminase family protein
At4g04885	PCF11P-similar protein 4
At4g04890	protodermal factor 2
At4g04900	ROP-interactive CRIB motif-containing protein 10
At4g04910	AAA-type ATPase family protein
At4g04920	sensitive to freezing 6
At4g04925	unknown protein
At4g04930	fatty acid desaturase family protein
At4g04940	transducin family protein / WD-40 repeat family protein
At4g04950	thioredoxin family protein
At4g04953	unknown protein
At4g04955	allantoinase
At4g04957	Domain of unknown function (DUF1985)
At4g04960	Concanavalin A-like lectin protein kinase family protein
At4g04970	glucan synthase-like 1
At4g04972	unknown protein
At4g04980	unknown protein
At4g04985	Eukaryotic aspartyl protease family protein
At4g04990	Protein of unknown function (DUF761)
At4g05000	Vacuolar protein sorting-associated protein VPS28 family protein
At4g05010	F-box family protein
At4g05018	unknown protein
At4g05020	NAD(P)H dehydrogenase B2
At4g05030	Copper transport protein family
At4g05040	ankyrin repeat family protein
At4g05048	U49.1; snoRNA
At4g05049	pseudogene
At4g05050	ubiquitin 11
At4g05053	pseudogene
At4g05060	PapD-like superfamily protein
At4g05070	Wound-responsive family protein
At4g05071	unknown protein
At4g05073	transposable element gene
At4g05076	pseudogene
At4g05080	F-box and associated interaction domains-containing protein
At4g05087	pseudogene
At4g05090	Inositol monophosphatase family protein
At4g05091	unknown protein
At4g05095	unknown protein
At4g05100	myb domain protein 74
At4g05105	MIR397A; miRNA
At4g05110	equilibrative nucleoside transporter 6
At4g05120	Major facilitator superfamily protein
At4g05130	equilibrative nucleoside transporter 4
At4g05133	transposable element gene
At4g05136	unknown protein
At4g05140	Nucleoside transporter family protein
At4g05145	transposable element gene
At4g05150	Octicosapeptide/Phox/Bem1p family protein
At4g05160	AMP-dependent synthetase and ligase family protein
At4g05170	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
At4g05180	photosystem II subunit Q-2
At4g05190	kinesin 5
At4g05200	cysteine-rich RLK (RECEPTOR-like protein kinase) 25
At4g05210	Trimeric LpxA-like enzymes superfamily protein
At4g05220	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
At4g05230	Ubiquitin-like superfamily protein
At4g05240	Ubiquitin-like superfamily protein
At4g05250	Ubiquitin-like superfamily protein
At4g05260	Ubiquitin-like superfamily protein
At4g05265	unknown protein
At4g05270	Ubiquitin-like superfamily protein
At4g05280	transposable element gene
At4g05290	transposable element gene
At4g05300	transposable element gene
At4g05303	transposable element gene
At4g05306	transposable element gene
At4g05310	Ubiquitin-like superfamily protein
At4g05320	polyubiquitin 10
At4g05330	ARF-GAP domain 13
At4g05340	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At4g05350	RING/U-box superfamily protein
At4g05360	Zinc knuckle (CCHC-type) family protein
At4g05370	BCS1 AAA-type ATPase
At4g05380	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At4g05390	root FNR 1
At4g05400	copper ion binding
At4g05410	Transducin/WD40 repeat-like superfamily protein
At4g05420	damaged DNA binding protein 1A
At4g05430	Carbohydrate-binding X8 domain superfamily protein
At4g05440	temperature sensing protein-related
At4g05450	mitochondrial ferredoxin 1
At4g05460	RNI-like superfamily protein
At4g05470	RNI-like superfamily protein
At4g05475	RNI-like superfamily protein
At4g05490	RNI-like superfamily protein
At4g05494	unknown protein
At4g05495	pseudogene
At4g05497	RNI-like superfamily protein
At4g05500	pseudogene
At4g05502	transposable element gene
At4g05505	transposable element gene
At4g05508	MIR405D; miRNA
At4g05510	transposable element gene
At4g05520	EPS15 homology domain 2
At4g05523	unknown protein
At4g05526	transposable element gene
At4g05530	indole-3-butyric acid response 1
At4g05540	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At4g05550	transposable element gene
At4g05553	zinc knuckle (CCHC-type) family protein
At4g05556	transposable element gene
At4g05560	transposable element gene
At4g05570	transposable element gene
At4g05575	pseudogene
At4g05580	transposable element gene
At4g05581	transposable element gene
At4g05582	transposable element gene
At4g05583	transposable element gene
At4g05584	transposable element gene
At4g05585	transposable element gene
At4g05586	transposable element gene
At4g05587	transposable element gene
At4g05588	transposable element gene
At4g05589	transposable element gene
At4g05590	unknown protein
At4g05591	transposable element gene
At4g05592	transposable element gene
At4g05593	transposable element gene
At4g05594	transposable element gene
At4g05595	transposable element gene
At4g05597	transposable element gene
At4g05600	transposable element gene
At4g05610	transposable element gene
At4g05612	unknown protein
At4g05613	transposable element gene
At4g05616	transposable element gene
At4g05620	Galactose oxidase/kelch repeat superfamily protein
At4g05630	unknown protein
At4g05631	unknown protein
At4g05632	unknown protein
At4g05633	transposable element gene
At4g05634	transposable element gene
At4g05635	transposable element gene
At4g05636	transposable element gene
At4g05638	transposable element gene
At4g05640	transposable element gene
At4g05918	transposable element gene
At4g06196	transposable element gene
At4g06474	transposable element gene
At4g06477	transposable element gene
At4g06479	zinc ion binding;nucleic acid binding
At4g06480	transposable element gene
At4g06481	transposable element gene
At4g06482	transposable element gene
At4g06483	transposable element gene
At4g06484	transposable element gene
At4g06485	transposable element gene
At4g06486	transposable element gene
At4g06487	transposable element gene
At4g06488	transposable element gene
At4g06489	pseudogene
At4g06490	Protein of unknown function (DUF3287)
At4g06491	transposable element gene
At4g06492	transposable element gene
At4g06493	transposable element gene
At4g06494	transposable element gene
At4g06495	transposable element gene
At4g06496	transposable element gene
At4g06497	transposable element gene
At4g06498	pseudogene
At4g06499	transposable element gene
At4g06500	transposable element gene
At4g06501	transposable element gene
At4g06502	transposable element gene
At4g06503	transposable element gene
At4g06504	transposable element gene
At4g06505	transposable element gene
At4g06506	transposable element gene
At4g06507	transposable element gene
At4g06508	transposable element gene
At4g06509	transposable element gene
At4g06510	transposable element gene
At4g06511	transposable element gene
At4g06512	transposable element gene
At4g06513	transposable element gene
At4g06514	transposable element gene
At4g06515	transposable element gene
At4g06516	transposable element gene
At4g06517	transposable element gene
At4g06518	transposable element gene
At4g06519	transposable element gene
At4g06520	transposable element gene
At4g06521	transposable element gene
At4g06522	transposable element gene
At4g06523	transposable element gene
At4g06524	transposable element gene
At4g06525	transposable element gene
At4g06526	nucleic acid binding;zinc ion binding
At4g06527	transposable element gene
At4g06528	transposable element gene
At4g06529	transposable element gene
At4g06530	transposable element gene
At4g06531	transposable element gene
At4g06532	transposable element gene
At4g06533	transposable element gene
At4g06534	unknown protein
At4g06535	transposable element gene
At4g06536	SPla/RYanodine receptor (SPRY) domain-containing protein
At4g06537	transposable element gene
At4g06538	transposable element gene
At4g06539	transposable element gene
At4g06540	transposable element gene
At4g06541	transposable element gene
At4g06542	transposable element gene
At4g06543	transposable element gene
At4g06544	transposable element gene
At4g06545	transposable element gene
At4g06546	transposable element gene
At4g06547	transposable element gene
At4g06548	transposable element gene
At4g06549	transposable element gene
At4g06550	transposable element gene
At4g06551	transposable element gene
At4g06552	transposable element gene
At4g06553	transposable element gene
At4g06554	transposable element gene
At4g06555	transposable element gene
At4g06556	transposable element gene
At4g06557	transposable element gene
At4g06558	transposable element gene
At4g06559	transposable element gene
At4g06560	transposable element gene
At4g06561	transposable element gene
At4g06562	transposable element gene
At4g06563	transposable element gene
At4g06564	transposable element gene
At4g06565	transposable element gene
At4g06566	transposable element gene
At4g06567	transposable element gene
At4g06568	transposable element gene
At4g06569	transposable element gene
At4g06570	transposable element gene
At4g06571	transposable element gene
At4g06572	transposable element gene
At4g06573	transposable element gene
At4g06574	transposable element gene
At4g06575	transposable element gene
At4g06576	transposable element gene
At4g06577	transposable element gene
At4g06578	transposable element gene
At4g06579	transposable element gene
At4g06580	transposable element gene
At4g06581	transposable element gene
At4g06582	pseudogene
At4g06583	unknown protein
At4g06584	transposable element gene
At4g06585	transposable element gene
At4g06586	transposable element gene
At4g06587	transposable element gene
At4g06588	transposable element gene
At4g06589	transposable element gene
At4g06590	transposable element gene
At4g06591	transposable element gene
At4g06592	transposable element gene
At4g06593	transposable element gene
At4g06594	transposable element gene
At4g06595	transposable element gene
At4g06596	transposable element gene
At4g06597	pseudogene
At4g06598	unknown protein
At4g06599	ubiquitin family protein
At4g06600	pseudogene
At4g06601	transposable element gene
At4g06602	transposable element gene
At4g06603	transposable element gene
At4g06604	transposable element gene
At4g06605	transposable element gene
At4g06606	transposable element gene
At4g06607	transposable element gene
At4g06608	pseudogene
At4g06609	transposable element gene
At4g06610	transposable element gene
At4g06611	pseudogene
At4g06612	transposable element gene
At4g06613	transposable element gene
At4g06614	transposable element gene
At4g06615	transposable element gene
At4g06616	transposable element gene
At4g06617	transposable element gene
At4g06618	transposable element gene
At4g06619	transposable element gene
At4g06620	transposable element gene
At4g06621	transposable element gene
At4g06622	transposable element gene
At4g06623	transposable element gene
At4g06624	transposable element gene
At4g06625	transposable element gene
At4g06626	transposable element gene
At4g06627	transposable element gene
At4g06628	transposable element gene
At4g06629	transposable element gene
At4g06630	transposable element gene
At4g06631	transposable element gene
At4g06632	transposable element gene
At4g06633	transposable element gene
At4g06634	zinc finger (C2H2 type) family protein
At4g06635	transposable element gene
At4g06636	transposable element gene
At4g06637	transposable element gene
At4g06638	transposable element gene
At4g06639	unknown protein
At4g06640	transposable element gene
At4g06641	pseudogene
At4g06642	transposable element gene
At4g06644	transposable element gene
At4g06646	transposable element gene
At4g06648	transposable element gene
At4g06650	transposable element gene
At4g06652	transposable element gene
At4g06654	transposable element gene
At4g06656	transposable element gene
At4g06658	transposable element gene
At4g06660	transposable element gene
At4g06664	transposable element gene
At4g06666	transposable element gene
At4g06668	transposable element gene
At4g06670	transposable element gene
At4g06672	transposable element gene
At4g06674	transposable element gene
At4g06676	unknown protein
At4g06678	transposable element gene
At4g06680	transposable element gene
At4g06682	transposable element gene
At4g06684	transposable element gene
At4g06686	transposable element gene
At4g06688	unknown protein
At4g06692	transposable element gene
At4g06694	transposable element gene
At4g06696	transposable element gene
At4g06697	transposable element gene
At4g06698	transposable element gene
At4g06699	transposable element gene
At4g06700	transposable element gene
At4g06701	other RNA
At4g06702	transposable element gene
At4g06704	transposable element gene
At4g06708	transposable element gene
At4g06710	transposable element gene
At4g06712	transposable element gene
At4g06714	transposable element gene
At4g06716	transposable element gene
At4g06718	transposable element gene
At4g06720	transposable element gene
At4g06722	transposable element gene
At4g06724	transposable element gene
At4g06726	transposable element gene
At4g06728	transposable element gene
At4g06730	transposable element gene
At4g06732	transposable element gene
At4g06734	transposable element gene
At4g06735	transposable element gene
At4g06736	transposable element gene
At4g06738	transposable element gene
At4g06740	unknown protein
At4g06742	transposable element gene
At4g06744	Leucine-rich repeat (LRR) family protein
At4g06746	related to AP2 9
At4g06748	pseudogene
At4g06750	transposable element gene
At4g06752	transposable element gene
At4g07031	transposable element gene
At4g07310	transposable element gene
At4g07315	transposable element gene
At4g07320	pseudogene
At4g07324	transposable element gene
At4g07327	transposable element gene
At4g07330	transposable element gene
At4g07331	transposable element gene
At4g07332	transposable element gene
At4g07334	transposable element gene
At4g07336	transposable element gene
At4g07338	transposable element gene
At4g07339	transposable element gene
At4g07340	transposable element gene
At4g07350	unknown protein
At4g07355	transposable element gene
At4g07360	transposable element gene
At4g07370	transposable element gene
At4g07380	unknown protein
At4g07390	Mannose-P-dolichol utilization defect 1 protein
At4g07400	VIER F-box proteine 3
At4g07408	unknown protein
At4g07410	Transducin family protein / WD-40 repeat family protein
At4g07415	transposable element gene
At4g07420	transposable element gene
At4g07425	transposable element gene
At4g07430	transposable element gene
At4g07435	transposable element gene
At4g07440	transposable element gene
At4g07450	transposable element gene
At4g07452	transposable element gene
At4g07454	transposable element gene
At4g07456	transposable element gene
At4g07458	transposable element gene
At4g07460	transposable element gene
At4g07470	transposable element gene
At4g07475	transposable element gene
At4g07480	transposable element gene
At4g07485	transposable element gene
At4g07490	transposable element gene
At4g07491	transposable element gene
At4g07492	transposable element gene
At4g07493	transposable element gene
At4g07494	transposable element gene
At4g07495	transposable element gene
At4g07496	transposable element gene
At4g07498	transposable element gene
At4g07500	transposable element gene
At4g07502	transposable element gene
At4g07504	transposable element gene
At4g07507	transposable element gene
At4g07510	transposable element gene
At4g07515	Protein of unknown function (DUF784)
At4g07516	transposable element gene
At4g07517	transposable element gene
At4g07518	transposable element gene
At4g07519	transposable element gene
At4g07520	transposable element gene
At4g07521	transposable element gene
At4g07522	transposable element gene
At4g07523	transposable element gene
At4g07524	Ras-related small GTP-binding family protein
At4g07525	transposable element gene
At4g07526	unknown protein
At4g07528	transposable element gene
At4g07530	transposable element gene
At4g07540	transposable element gene
At4g07550	transposable element gene
At4g07560	transposable element gene
At4g07563	transposable element gene
At4g07566	transposable element gene
At4g07570	transposable element gene
At4g07580	transposable element gene
At4g07583	transposable element gene
At4g07586	transposable element gene
At4g07590	transposable element gene
At4g07595	transposable element gene
At4g07600	transposable element gene
At4g07605	transposable element gene
At4g07620	transposable element gene
At4g07630	transposable element gene
At4g07640	transposable element gene
At4g07650	transposable element gene
At4g07660	transposable element gene
At4g07662	transposable element gene
At4g07664	transposable element gene
At4g07666	unknown protein
At4g07668	transposable element gene
At4g07670	protease-associated (PA) domain-containing protein
At4g07675	unknown protein
At4g07680	transposable element gene
At4g07685	transposable element gene
At4g07686	transposable element gene
At4g07688	transposable element gene
At4g07690	transposable element gene
At4g07693	transposable element gene
At4g07696	transposable element gene
At4g07699	pseudogene
At4g07700	transposable element gene
At4g07703	transposable element gene
At4g07706	transposable element gene
At4g07713	transposable element gene
At4g07720	pseudogene
At4g07725	transposable element gene
At4g07730	transposable element gene
At4g07733	transposable element gene
At4g07736	transposable element gene
At4g07738	transposable element gene
At4g07740	Protein of unknown function (DUF3287)
At4g07742	transposable element gene
At4g07744	transposable element gene
At4g07747	pseudogene
At4g07750	transposable element gene
At4g07755	transposable element gene
At4g07760	transposable element gene
At4g07770	transposable element gene
At4g07780	transposable element gene
At4g07786	unknown protein
At4g07790	transposable element gene
At4g07795	transposable element gene
At4g07800	transposable element gene
At4g07803	transposable element gene
At4g07806	transposable element gene
At4g07810	transposable element gene
At4g07812	pseudogene
At4g07820	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
At4g07825	unknown protein
At4g07830	transposable element gene
At4g07840	transposable element gene
At4g07841	pseudogene
At4g07843	transposable element gene
At4g07846	transposable element gene
At4g07850	transposable element gene
At4g07856	transposable element gene
At4g07862	transposable element gene
At4g07868	unknown protein
At4g07869	pseudogene
At4g07874	transposable element gene
At4g07890	transposable element gene
At4g07893	transposable element gene
At4g07896	transposable element gene
At4g07915	transposable element gene
At4g07917	transposable element gene
At4g07920	transposable element gene
At4g07931	transposable element gene
At4g07932	unknown protein
At4g07933	transposable element gene
At4g07934	transposable element gene
At4g07935	transposable element gene
At4g07936	transposable element gene
At4g07937	transposable element gene
At4g07938	transposable element gene
At4g07939	transposable element gene
At4g07940	Protein of unknown function (DUF3245)
At4g07941	transposable element gene
At4g07942	transposable element gene
At4g07943	transposable element gene
At4g07944	transposable element gene
At4g07945	transposable element gene
At4g07946	transposable element gene
At4g07947	transposable element gene
At4g07950	DNA-directed RNA polymerase, subunit M, archaeal
At4g07960	Cellulose-synthase-like C12
At4g07965	unknown protein
At4g07967	transposable element gene
At4g07970	transposable element gene
At4g07990	Chaperone DnaJ-domain superfamily protein
At4g08000	transposable element gene
At4g08010	transposable element gene
At4g08013	transposable element gene
At4g08016	transposable element gene
At4g08020	transposable element gene
At4g08022	pseudogene
At4g08025	Protein of unknown function (DUF784)
At4g08028	Molecular chaperone Hsp40/DnaJ family protein
At4g08030	transposable element gene
At4g08032	transposable element gene
At4g08033	transposable element gene
At4g08034	transposable element gene
At4g08035	other RNA
At4g08036	transposable element gene
At4g08038	transposable element gene
At4g08039	Defensin-like (DEFL) family protein
At4g08040	1-aminocyclopropane-1-carboxylate synthase 11
At4g08050	transposable element gene
At4g08053	transposable element gene
At4g08054	transposable element gene
At4g08056	transposable element gene
At4g08060	transposable element gene
At4g08070	transposable element gene
At4g08071	pseudogene
At4g08072	transposable element gene
At4g08073	unknown protein
At4g08074	transposable element gene
At4g08076	transposable element gene
At4g08078	transposable element gene
At4g08080	transposable element gene
At4g08090	transposable element gene
At4g08091	transposable element gene
At4g08092	transposable element gene
At4g08093	pseudogene
At4g08094	transposable element gene
At4g08095	transposable element gene
At4g08096	transposable element gene
At4g08097	unknown protein
At4g08098	pseudogene
At4g08099	transposable element gene
At4g08100	transposable element gene
At4g08101	transposable element gene
At4g08102	transposable element gene
At4g08103	transposable element gene
At4g08104	transposable element gene
At4g08105	transposable element gene
At4g08106	transposable element gene
At4g08107	transposable element gene
At4g08108	transposable element gene
At4g08109	transposable element gene
At4g08110	transposable element gene
At4g08111	transposable element gene
At4g08112	transposable element gene
At4g08113	transposable element gene
At4g08114	transposable element gene
At4g08115	transposable element gene
At4g08116	MIR401; miRNA
At4g08120	transposable element gene
At4g08130	transposable element gene
At4g08131	transposable element gene
At4g08132	transposable element gene
At4g08134	transposable element gene
At4g08135	transposable element gene
At4g08136	pseudogene
At4g08138	transposable element gene
At4g08140	unknown protein
At4g08145	transposable element gene
At4g08150	KNOTTED-like from Arabidopsis thaliana
At4g08151	unknown protein
At4g08160	glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein
At4g08170	Inositol 1,3,4-trisphosphate 5/6-kinase family protein
At4g08176	unknown protein
At4g08180	OSBP(oxysterol binding protein)-related protein 1C
At4g08190	P-loop containing nucleoside triphosphate hydrolases superfamily protein
At4g08200	transposable element gene
At4g08210	Pentatricopeptide repeat (PPR-like) superfamily protein
At4g08220	transposable element gene
At4g08230	glycine-rich protein
At4g08240	unknown protein
At4g08250	GRAS family transcription factor
